Body,Head,Head_Coverage,Standard_Confidence,PCA_Confidence,Support,Body Size,Pca Body Size,Functional_variable
?a  biomarker  ROS1_Positive  ?a  comorbidity  Others   ,?a  drug  Afatinib,0.028868,0.34965,0.34965,50,143,143,?a
?a  hasRelapse  Yes   ,?a  smokingHabit  NonSmoker,0.165572,0.254032,0.34903,126,496,361,?a
?a  biomarker  ALK_Positive   ,?a  drug  Cisplatin,0.057159,0.348592,0.348592,99,284,284,?a
?a  biomarker  ALK_Positive   ,?a  drug  Nivolumab,0.057159,0.348592,0.348592,99,284,284,?a
?a  hasRelapse  Yes  ?a  sex  male   ,?a  drug  Afatinib,0.045612,0.348018,0.348018,79,227,227,?a
?a  ageCategory  old   ,?a  drug  Nivolumab,0.097575,0.347737,0.347737,169,486,486,?a
?a  ageCategory  old  ?a  drug  Carboplatin   ,?a  smokingHabit  NonSmoker,0.067017,0.267016,0.346939,51,191,147,?a
?a  comorbidity  Diabetes_Mellitus  ?a  smokingHabit  PreviousSmoker   ,?a  drug  Vinorelbine,0.01963,0.346939,0.346939,34,98,98,?a
?a  biomarker  EGFR_Positive   ,?a  drug  Afatinib,0.060624,0.346535,0.346535,105,303,303,?a
?a  sex  female   ,?a  drug  Carboplatin,0.105081,0.346008,0.346008,182,526,526,?a
?a  drug  Carboplatin  ?a  sex  female   ,?a  smokingHabit  PreviousSmoker,0.060447,0.252747,0.345865,46,182,133,?a
?a  ageCategory  young   ,?a  smokingHabit  NonSmoker,0.172142,0.254864,0.345646,131,514,379,?a
?a  biomarker  EGFR_Positive  ?a  sex  male   ,?a  drug  Vinorelbine,0.027136,0.345588,0.345588,47,136,136,?a
?a  smokingHabit  PreviousSmoker   ,?a  drug  Nivolumab,0.050231,0.345238,0.345238,87,252,252,?a
?a  smokingHabit  PreviousSmoker   ,?a  drug  Carboplatin,0.050231,0.345238,0.345238,87,252,252,?a
?a  smokingHabit  NonSmoker   ,?a  drug  Nivolumab,0.051386,0.344961,0.344961,89,258,258,?a
?a  comorbidity  Depression   ,?a  smokingHabit  NonSmoker,0.156373,0.259259,0.344928,119,459,345,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  comorbidity  Depression,0.080814,0.344913,0.344913,139,403,403,?a
?a  comorbidity  Others  ?a  sex  female   ,?a  smokingHabit  PreviousSmoker,0.078844,0.255319,0.344828,60,235,174,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Others   ,?a  smokingHabit  PreviousSmoker,0.052562,0.27972,0.344828,40,143,116,?a
?a  drug  Nivolumab  ?a  hasRelapse  No   ,?a  smokingHabit  PreviousSmoker,0.065703,0.273224,0.344828,50,183,145,?a
?a  drug  Nivolumab  ?a  hasRelapse  No   ,?a  smokingHabit  NonSmoker,0.065703,0.273224,0.344828,50,183,145,?a
?a  drug  Nivolumab  ?a  sex  male   ,?a  smokingHabit  PreviousSmoker,0.055191,0.267516,0.344262,42,157,122,?a
?a  biomarker  ROS1_Positive  ?a  hasRelapse  No   ,?a  smokingHabit  PreviousSmoker,0.057819,0.271605,0.34375,44,162,128,?a
?a  comorbidity  Cardiopathy  ?a  comorbidity  Others   ,?a  drug  Nivolumab,0.025982,0.343511,0.343511,45,131,131,?a
?a  drug  Cisplatin  ?a  sex  male   ,?a  smokingHabit  CurrentSmoker,0.060447,0.267442,0.343284,46,172,134,?a
?a  ageCategory  old  ?a  drug  Afatinib   ,?a  smokingHabit  CurrentSmoker,0.060447,0.264368,0.343284,46,174,134,?a
?a  biomarker  EGFR_Positive   ,?a  drug  Vinorelbine,0.060046,0.343234,0.343234,104,303,303,?a
?a  ageCategory  young  ?a  comorbidity  Cardiopathy   ,?a  smokingHabit  CurrentSmoker,0.076216,0.251082,0.343195,58,231,169,?a
?a  ageCategory  old   ,?a  smokingHabit  PreviousSmoker,0.172142,0.269547,0.342932,131,486,382,?a
?a  ageCategory  young  ?a  drug  Cisplatin   ,?a  smokingHabit  CurrentSmoker,0.064389,0.257895,0.342657,49,190,143,?a
?a  drug  Cisplatin  ?a  drug  Nivolumab   ,?a  smokingHabit  PreviousSmoker,0.032852,0.268817,0.342466,25,93,73,?a
?a  ageCategory  young   ,?a  drug  Nivolumab,0.101617,0.342412,0.342412,176,514,514,?a
?a  drug  Carboplatin  ?a  drug  Nivolumab   ,?a  smokingHabit  NonSmoker,0.034166,0.265306,0.342105,26,98,76,?a
?a  biomarker  ROS1_Positive  ?a  hasRelapse  Yes   ,?a  drug  Afatinib,0.030023,0.342105,0.342105,52,152,152,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Diabetes_Mellitus   ,?a  drug  Afatinib,0.023672,0.341667,0.341667,41,120,120,?a
?a  comorbidity  Depression  ?a  hasRelapse  Yes   ,?a  smokingHabit  CurrentSmoker,0.074901,0.247826,0.341317,57,230,167,?a
?a  biomarker  EGFR_Positive  ?a  sex  female   ,?a  smokingHabit  PreviousSmoker,0.057819,0.263473,0.341085,44,167,129,?a
?a  biomarker  ROS1_Positive   ,?a  drug  Afatinib,0.061778,0.340764,0.340764,107,314,314,?a
?a  comorbidity  Others  ?a  hasRelapse  Yes   ,?a  drug  Afatinib,0.044457,0.340708,0.340708,77,226,226,?a
?a  comorbidity  Cardiopathy   ,?a  comorbidity  Diabetes_Mellitus,0.081977,0.34058,0.34058,141,414,414,?a
?a  comorbidity  Others  ?a  sex  female   ,?a  drug  Afatinib,0.046189,0.340426,0.340426,80,235,235,?a
?a  drug  Nivolumab  ?a  sex  female   ,?a  smokingHabit  NonSmoker,0.064389,0.260638,0.340278,49,188,144,?a
?a  hasRelapse  No   ,?a  smokingHabit  PreviousSmoker,0.178712,0.269841,0.34,136,504,400,?a
?a  comorbidity  Depression   ,?a  drug  Cisplatin,0.090069,0.339869,0.339869,156,459,459,?a
?a  comorbidity  Diabetes_Mellitus  ?a  comorbidity  Others   ,?a  smokingHabit  PreviousSmoker,0.049934,0.279412,0.339286,38,136,112,?a
?a  comorbidity  Others  ?a  drug  Nivolumab   ,?a  smokingHabit  CurrentSmoker,0.051248,0.265306,0.33913,39,147,115,?a
?a  ageCategory  young  ?a  sex  male   ,?a  smokingHabit  PreviousSmoker,0.082786,0.256098,0.33871,63,246,186,?a
?a  drug  Nivolumab   ,?a  smokingHabit  CurrentSmoker,0.118265,0.26087,0.338346,90,345,266,?a
?a  drug  Cisplatin  ?a  drug  Vinorelbine   ,?a  smokingHabit  CurrentSmoker,0.030223,0.258427,0.338235,23,89,68,?a
?a  ageCategory  old  ?a  drug  Nivolumab   ,?a  smokingHabit  NonSmoker,0.060447,0.272189,0.338235,46,169,136,?a
?a  biomarker  ALK_Positive   ,?a  drug  Vinorelbine,0.055427,0.338028,0.338028,96,284,284,?a
?a  comorbidity  Depression   ,?a  comorbidity  Cardiopathy,0.090116,0.337691,0.337691,155,459,459,?a
?a  sex  female   ,?a  smokingHabit  PreviousSmoker,0.17477,0.252852,0.337563,133,526,394,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  drug  Vinorelbine,0.078522,0.337469,0.337469,136,403,403,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  comorbidity  Others,0.07907,0.337469,0.337469,136,403,403,?a
?a  biomarker  ROS1_Positive  ?a  drug  Nivolumab   ,?a  smokingHabit  NonSmoker,0.036794,0.252252,0.337349,28,111,83,?a
?a  drug  Carboplatin   ,?a  smokingHabit  PreviousSmoker,0.114323,0.24507,0.337209,87,355,258,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Afatinib   ,?a  smokingHabit  NonSmoker,0.043364,0.261905,0.336735,33,126,98,?a
?a  hasRelapse  Yes   ,?a  drug  Carboplatin,0.09642,0.336694,0.336694,167,496,496,?a
?a  ageCategory  young  ?a  hasRelapse  No   ,?a  smokingHabit  CurrentSmoker,0.089356,0.260536,0.336634,68,261,202,?a
?a  biomarker  ALK_Positive  ?a  hasRelapse  Yes   ,?a  smokingHabit  PreviousSmoker,0.044678,0.246377,0.336634,34,138,101,?a
?a  biomarker  ALK_Positive   ,?a  smokingHabit  PreviousSmoker,0.094612,0.253521,0.336449,72,284,214,?a
?a  biomarker  ALK_Positive  ?a  hasRelapse  No   ,?a  smokingHabit  CurrentSmoker,0.049934,0.260274,0.336283,38,146,113,?a
?a  comorbidity  Depression   ,?a  smokingHabit  CurrentSmoker,0.152431,0.252723,0.336232,116,459,345,?a
?a  drug  Vinorelbine  ?a  hasRelapse  Yes   ,?a  smokingHabit  CurrentSmoker,0.051248,0.23494,0.336207,39,166,116,?a
?a  biomarker  EGFR_Positive  ?a  hasRelapse  Yes   ,?a  smokingHabit  CurrentSmoker,0.052562,0.251572,0.336134,40,159,119,?a
?a  ageCategory  old  ?a  biomarker  ROS1_Positive   ,?a  smokingHabit  NonSmoker,0.052562,0.25641,0.336134,40,156,119,?a
?a  drug  Cisplatin   ,?a  smokingHabit  CurrentSmoker,0.116951,0.257225,0.335849,89,346,265,?a
?a  comorbidity  Cardiopathy   ,?a  drug  Nivolumab,0.080254,0.335749,0.335749,139,414,414,?a
?a  sex  male   ,?a  drug  Vinorelbine,0.091801,0.335443,0.335443,159,474,474,?a
?a  hasRelapse  No   ,?a  drug  Cisplatin,0.097575,0.335317,0.335317,169,504,504,?a
?a  ageCategory  young   ,?a  smokingHabit  CurrentSmoker,0.166886,0.247082,0.335092,127,514,379,?a
?a  hasRelapse  Yes   ,?a  drug  Vinorelbine,0.095843,0.334677,0.334677,166,496,496,?a
?a  drug  Nivolumab   ,?a  smokingHabit  NonSmoker,0.116951,0.257971,0.334586,89,345,266,?a
?a  biomarker  ROS1_Positive   ,?a  drug  Cisplatin,0.060624,0.334395,0.334395,105,314,314,?a
?a  comorbidity  Others   ,?a  smokingHabit  PreviousSmoker,0.147175,0.252252,0.333333,112,444,336,?a
?a  hasRelapse  No   ,?a  drug  Afatinib,0.096998,0.333333,0.333333,168,504,504,?a
?a  comorbidity  Others   ,?a  drug  Afatinib,0.08545,0.333333,0.333333,148,444,444,?a
?a  ageCategory  young  ?a  hasRelapse  Yes   ,?a  smokingHabit  PreviousSmoker,0.07753,0.233202,0.333333,59,253,177,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  PreviousSmoker,0.040736,0.258333,0.333333,31,120,93,?a
?a  sex  female   ,?a  drug  Afatinib,0.101039,0.3327,0.3327,175,526,526,?a
?a  ageCategory  old   ,?a  smokingHabit  NonSmoker,0.166886,0.261317,0.332461,127,486,382,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  NonSmoker,0.137976,0.260546,0.332278,105,403,316,?a
?a  sex  male   ,?a  drug  Afatinib,0.090647,0.331224,0.331224,157,474,474,?a
?a  sex  male   ,?a  drug  Nivolumab,0.090647,0.331224,0.331224,157,474,474,?a
?a  comorbidity  Others   ,?a  drug  Nivolumab,0.084873,0.331081,0.331081,147,444,444,?a
?a  drug  Carboplatin  ?a  hasRelapse  No   ,?a  smokingHabit  NonSmoker,0.060447,0.244681,0.330935,46,188,139,?a
?a  sex  female   ,?a  drug  Cisplatin,0.100462,0.330798,0.330798,174,526,526,?a
?a  comorbidity  Depression  ?a  drug  Nivolumab   ,?a  smokingHabit  PreviousSmoker,0.056505,0.254438,0.330769,43,169,130,?a
?a  hasRelapse  Yes   ,?a  drug  Afatinib,0.094688,0.330645,0.330645,164,496,496,?a
?a  ageCategory  old  ?a  biomarker  EGFR_Positive   ,?a  smokingHabit  CurrentSmoker,0.053876,0.267974,0.330645,41,153,124,?a
?a  comorbidity  Cardiopathy  ?a  drug  Carboplatin   ,?a  smokingHabit  NonSmoker,0.044678,0.220779,0.330097,34,154,103,?a
?a  hasRelapse  No   ,?a  smokingHabit  CurrentSmoker,0.173456,0.261905,0.33,132,504,400,?a
?a  hasRelapse  No   ,?a  smokingHabit  NonSmoker,0.173456,0.261905,0.33,132,504,400,?a
?a  hasRelapse  Yes   ,?a  smokingHabit  CurrentSmoker,0.156373,0.239919,0.32964,119,496,361,?a
?a  smokingHabit  PreviousSmoker   ,?a  drug  Vinorelbine,0.047921,0.329365,0.329365,83,252,252,?a
?a  comorbidity  Depression   ,?a  drug  Carboplatin,0.087182,0.328976,0.328976,151,459,459,?a
?a  biomarker  ALK_Positive  ?a  drug  Vinorelbine   ,?a  smokingHabit  CurrentSmoker,0.031537,0.25,0.328767,24,96,73,?a
?a  comorbidity  Depression  ?a  drug  Vinorelbine   ,?a  smokingHabit  PreviousSmoker,0.053876,0.254658,0.328,41,161,125,?a
?a  comorbidity  Cardiopathy   ,?a  smokingHabit  NonSmoker,0.131406,0.241546,0.327869,100,414,305,?a
?a  drug  Vinorelbine   ,?a  smokingHabit  CurrentSmoker,0.116951,0.251412,0.327206,89,354,272,?a
?a  drug  Nivolumab   ,?a  smokingHabit  PreviousSmoker,0.114323,0.252174,0.327068,87,345,266,?a
?a  hasRelapse  Yes   ,?a  drug  Nivolumab,0.093533,0.326613,0.326613,162,496,496,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  drug  Nivolumab,0.075635,0.325062,0.325062,131,403,403,?a
?a  ageCategory  old   ,?a  smokingHabit  CurrentSmoker,0.162943,0.255144,0.324607,124,486,382,?a
?a  sex  male   ,?a  smokingHabit  PreviousSmoker,0.156373,0.251055,0.324251,119,474,367,?a
?a  comorbidity  Cardiopathy   ,?a  drug  Cisplatin,0.077367,0.323671,0.323671,134,414,414,?a
?a  biomarker  EGFR_Positive   ,?a  smokingHabit  CurrentSmoker,0.099869,0.250825,0.323404,76,303,235,?a
?a  ageCategory  young  ?a  comorbidity  Depression   ,?a  smokingHabit  PreviousSmoker,0.068331,0.229075,0.322981,52,227,161,?a
?a  hasRelapse  Yes   ,?a  smokingHabit  PreviousSmoker,0.152431,0.233871,0.32133,116,496,361,?a
?a  comorbidity  Cardiopathy   ,?a  smokingHabit  CurrentSmoker,0.128778,0.236715,0.321311,98,414,305,?a
?a  biomarker  ROS1_Positive  ?a  comorbidity  Depression   ,?a  smokingHabit  PreviousSmoker,0.045992,0.25,0.321101,35,140,109,?a
?a  ageCategory  old   ,?a  drug  Cisplatin,0.090069,0.320988,0.320988,156,486,486,?a
?a  ageCategory  young   ,?a  smokingHabit  PreviousSmoker,0.159001,0.235409,0.319261,121,514,379,?a
?a  ageCategory  young   ,?a  drug  Carboplatin,0.094688,0.319066,0.319066,164,514,514,?a
?a  comorbidity  Depression   ,?a  smokingHabit  PreviousSmoker,0.144547,0.239651,0.318841,110,459,345,?a
?a  biomarker  ROS1_Positive   ,?a  smokingHabit  NonSmoker,0.101183,0.245223,0.318182,77,314,242,?a
?a  comorbidity  Cardiopathy   ,?a  comorbidity  Others,0.076163,0.316425,0.316425,131,414,414,?a
?a  drug  Afatinib   ,?a  smokingHabit  NonSmoker,0.101183,0.231928,0.315574,77,332,244,?a
?a  comorbidity  Diabetes_Mellitus  ?a  drug  Vinorelbine   ,?a  smokingHabit  PreviousSmoker,0.044678,0.25,0.314815,34,136,108,?a
?a  comorbidity  Diabetes_Mellitus  ?a  smokingHabit  NonSmoker   ,?a  drug  Afatinib,0.019053,0.314286,0.314286,33,105,105,?a
?a  biomarker  ROS1_Positive   ,?a  smokingHabit  PreviousSmoker,0.099869,0.242038,0.31405,76,314,242,?a
?a  biomarker  ALK_Positive   ,?a  smokingHabit  CurrentSmoker,0.088042,0.235915,0.313084,67,284,214,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  drug  Afatinib,0.072748,0.312655,0.312655,126,403,403,?a
?a  sex  female   ,?a  smokingHabit  NonSmoker,0.161629,0.23384,0.312183,123,526,394,?a
?a  biomarker  EGFR_Positive  ?a  drug  Vinorelbine   ,?a  smokingHabit  PreviousSmoker,0.031537,0.230769,0.311688,24,104,77,?a
?a  biomarker  EGFR_Positive   ,?a  smokingHabit  PreviousSmoker,0.095926,0.240924,0.310638,73,303,235,?a
?a  comorbidity  Diabetes_Mellitus   ,?a  smokingHabit  PreviousSmoker,0.128778,0.243176,0.310127,98,403,316,?a
?a  biomarker  ALK_Positive   ,?a  drug  Carboplatin,0.050808,0.309859,0.309859,88,284,284,?a
?a  comorbidity  Others   ,?a  smokingHabit  CurrentSmoker,0.136662,0.234234,0.309524,104,444,336,?a
?a  sex  male   ,?a  smokingHabit  CurrentSmoker,0.148489,0.238397,0.307902,113,474,367,?a
?a  ageCategory  young   ,?a  drug  Afatinib,0.091224,0.307393,0.307393,158,514,514,?a
?a  comorbidity  Others   ,?a  comorbidity  Diabetes_Mellitus,0.07907,0.306306,0.306306,136,444,444,?a
?a  smokingHabit  PreviousSmoker   ,?a  drug  Cisplatin,0.044457,0.305556,0.305556,77,252,252,?a
?a  drug  Vinorelbine   ,?a  smokingHabit  PreviousSmoker,0.109067,0.234463,0.305147,83,354,272,?a
?a  comorbidity  Cardiopathy   ,?a  drug  Afatinib,0.072748,0.304348,0.304348,126,414,414,?a
?a  drug  Afatinib   ,?a  smokingHabit  CurrentSmoker,0.09724,0.222892,0.303279,74,332,244,?a
?a  comorbidity  Depression   ,?a  comorbidity  Diabetes_Mellitus,0.080814,0.302832,0.302832,139,459,459,?a
?a  drug  Carboplatin   ,?a  smokingHabit  NonSmoker,0.102497,0.219718,0.302326,78,355,258,?a
?a  smokingHabit  NonSmoker   ,?a  drug  Carboplatin,0.045035,0.302326,0.302326,78,258,258,?a
?a  smokingHabit  NonSmoker   ,?a  drug  Afatinib,0.044457,0.29845,0.29845,77,258,258,?a
?a  comorbidity  Others   ,?a  comorbidity  Cardiopathy,0.076163,0.295045,0.295045,131,444,444,?a
?a  smokingHabit  CurrentSmoker   ,?a  drug  Afatinib,0.042725,0.294821,0.294821,74,251,251,?a
?a  biomarker  EGFR_Positive   ,?a  biomarker  ROS1_Positive,0.098779,0.293729,0.293729,89,303,303,?a
?a  drug  Cisplatin   ,?a  smokingHabit  PreviousSmoker,0.101183,0.222543,0.290566,77,346,265,?a
?a  drug  Nivolumab   ,?a  drug  Carboplatin,0.056582,0.284058,0.284058,98,345,345,?a
?a  biomarker  ROS1_Positive   ,?a  biomarker  EGFR_Positive,0.098779,0.283439,0.283439,89,314,314,?a
?a  drug  Afatinib   ,?a  drug  Nivolumab,0.053695,0.28012,0.28012,93,332,332,?a
?a  drug  Carboplatin   ,?a  drug  Nivolumab,0.056582,0.276056,0.276056,98,355,355,?a
?a  drug  Cisplatin   ,?a  drug  Carboplatin,0.05485,0.274566,0.274566,95,346,346,?a
?a  drug  Nivolumab   ,?a  drug  Afatinib,0.053695,0.269565,0.269565,93,345,345,?a
?a  drug  Nivolumab   ,?a  drug  Cisplatin,0.053695,0.269565,0.269565,93,345,345,?a
?a  drug  Cisplatin   ,?a  drug  Nivolumab,0.053695,0.268786,0.268786,93,346,346,?a
?a  drug  Vinorelbine   ,?a  drug  Carboplatin,0.05485,0.268362,0.268362,95,354,354,?a
?a  drug  Carboplatin   ,?a  drug  Cisplatin,0.05485,0.267606,0.267606,95,355,355,?a
?a  drug  Carboplatin   ,?a  drug  Vinorelbine,0.05485,0.267606,0.267606,95,355,355,?a
?a  drug  Afatinib   ,?a  drug  Carboplatin,0.050808,0.26506,0.26506,88,332,332,?a
?a  biomarker  ALK_Positive   ,?a  biomarker  EGFR_Positive,0.082131,0.260563,0.260563,74,284,284,?a
?a  drug  Cisplatin   ,?a  drug  Vinorelbine,0.051386,0.257225,0.257225,89,346,346,?a
?a  biomarker  ALK_Positive   ,?a  biomarker  ROS1_Positive,0.081021,0.257042,0.257042,73,284,284,?a
?a  drug  Vinorelbine   ,?a  drug  Cisplatin,0.051386,0.251412,0.251412,89,354,354,?a
?a  drug  Afatinib   ,?a  drug  Vinorelbine,0.047921,0.25,0.25,83,332,332,?a
?a  drug  Nivolumab   ,?a  drug  Vinorelbine,0.049654,0.249275,0.249275,86,345,345,?a
?a  drug  Carboplatin   ,?a  drug  Afatinib,0.050808,0.247887,0.247887,88,355,355,?a
?a  biomarker  EGFR_Positive   ,?a  biomarker  ALK_Positive,0.082131,0.244224,0.244224,74,303,303,?a
?a  drug  Vinorelbine   ,?a  drug  Nivolumab,0.049654,0.242938,0.242938,86,354,354,?a
?a  drug  Afatinib   ,?a  drug  Cisplatin,0.045612,0.237952,0.237952,79,332,332,?a
?a  drug  Vinorelbine   ,?a  drug  Afatinib,0.047921,0.234463,0.234463,83,354,354,?a
?a  biomarker  ROS1_Positive   ,?a  biomarker  ALK_Positive,0.081021,0.232484,0.232484,73,314,314,?a
?a  drug  Cisplatin   ,?a  drug  Afatinib,0.045612,0.228324,0.228324,79,346,346,?a
Mining done in 5.011 s,,,,,,,,
Total time 5.332 s,,,,,,,,
1452 rules mined.,,,,,,,,
